city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.92,21.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,1.0,Procurando novo emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Other,Arts,1.0,Procurando novo emprego
0.764,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.698,1.0,Other,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.887,10.0,No enrollment,No relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.754,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.91,1.0,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.802,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.887,3.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.698,4.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.775,21.0,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.926,20.0,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.939,3.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,1.0,Full time course,Has relevent experience,Masters,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.624,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,2.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.924,9.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Other,0.0,Não procurando emprego
0.6890000000000001,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.924,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.915,4.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,6.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.926,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,1.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.556,2.0,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.899,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.855,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,1.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.795,4.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,16.0,Full time course,No relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,3.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.855,4.0,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,10.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.738,19.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.915,2.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.55,3.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.878,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.7659999999999999,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.743,18.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.6659999999999999,8.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.804,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.91,2.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.645,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.899,7.0,Part time course,Has relevent experience,High School,Public Sector,Non Degree,0.0,Não procurando emprego
0.647,3.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Other,Business Degree,0.0,Não procurando emprego
0.897,9.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Other,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.926,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.91,6.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.887,3.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.55,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.878,14.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.91,3.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,1.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,Arts,0.0,Não procurando emprego
0.923,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,18.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.55,3.0,Part time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,3.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,5.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.802,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,No relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.949,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.743,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.698,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,9.0,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.527,20.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,1.0,Procurando novo emprego
0.92,3.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.897,9.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.836,1.0,No enrollment,No relevent experience,Graduate,Other,Business Degree,1.0,Procurando novo emprego
0.887,3.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.92,1.0,Part time course,Has relevent experience,Graduate,NGO,Other,0.0,Não procurando emprego
0.8270000000000001,4.0,Full time course,Has relevent experience,High School,Early Stage Startup,Non Degree,1.0,Procurando novo emprego
0.92,18.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,1.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.866,6.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,18.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.926,16.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.8270000000000001,7.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.743,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.6659999999999999,8.0,Part time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.897,5.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,19.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.6890000000000001,17.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.804,2.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.527,2.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.836,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,18.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0,Não procurando emprego
0.6890000000000001,4.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.926,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.5579999999999999,4.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.743,3.0,Other,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.767,9.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.698,3.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.7759999999999999,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.843,6.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.866,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.843,9.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.647,5.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.926,6.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.624,15.0,Full time course,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,Arts,1.0,Procurando novo emprego
0.92,10.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.887,4.0,Part time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,9.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,4.0,Part time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,9.0,Other,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,3.0,Part time course,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.698,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.866,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,3.0,No enrollment,Has relevent experience,Primary School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,11.0,Full time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.698,17.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,8.0,Full time course,No relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
0.855,1.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.91,8.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.6659999999999999,21.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.923,5.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.92,1.0,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.926,9.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.925,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.754,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.762,6.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.624,7.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.6659999999999999,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,3.0,Part time course,No relevent experience,High School,Public Sector,Non Degree,1.0,Procurando novo emprego
0.915,10.0,No enrollment,No relevent experience,Phd,NGO,Humanities,0.0,Não procurando emprego
0.55,6.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.878,7.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.804,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.698,5.0,Full time course,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.884,16.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.7659999999999999,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0,Não procurando emprego
0.92,20.0,No enrollment,No relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.856,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.866,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,3.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.855,5.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,11.0,No enrollment,No relevent experience,Graduate,NGO,Arts,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.878,13.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.698,8.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,3.0,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0,Procurando novo emprego
0.924,14.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.754,9.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.6890000000000001,19.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.913,2.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.887,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.556,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,11.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.836,1.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.624,3.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.762,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.878,7.0,No enrollment,Has relevent experience,Masters,Other,Arts,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.913,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,10.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.767,6.0,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,4.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.5579999999999999,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,2.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.8959999999999999,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,8.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.855,6.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,No relevent experience,Masters,Funded Startup,Humanities,0.0,Não procurando emprego
0.878,17.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,21.0,No enrollment,No relevent experience,Phd,Public Sector,STEM,0.0,Não procurando emprego
0.92,20.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.754,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.579,2.0,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.897,6.0,No enrollment,Has relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,1.0,Procurando novo emprego
0.92,8.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.804,8.0,Full time course,No relevent experience,Other,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,3.0,No enrollment,No relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.91,2.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.91,5.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.91,10.0,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,0.0,Não procurando emprego
0.92,13.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.767,4.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,3.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,6.0,Full time course,No relevent experience,Graduate,Public Sector,STEM,1.0,Procurando novo emprego
0.579,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.698,9.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.926,11.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,15.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
